Rank,Full Journal Title,Journal Impact Factor,ESI_field,COPE (T = member; F = not a member),journalHomepage,originalLink_articleTypes,permaLink_articleTypes
11,"NATURE",41.577,Multidisciplinary,TRUE,https://www.nature.com,https://www.nature.com/nature/for-authors/other-subs,https://perma.cc/SK7N-VV39
13,SCIENCE,41.058,Multidisciplinary,TRUE,https://www.sciencemag.org,https://www.sciencemag.org/authors/science-information-authors,https://perma.cc/YQE5-RGQE
176,Nature Communications,12.353,Multidisciplinary,TRUE,https://www.nature.com/ncomms/,https://www.nature.com/ncomms/submit/content-types,https://perma.cc/2ZZV-CMF8
199,Science Advances,11.511,Multidisciplinary,FALSE,https://advances.sciencemag.org,https://advances.sciencemag.org/content/information-authors,https://perma.cc/D5PG-N4DC
255,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,9.504,Multidisciplinary,FALSE,https://www.pnas.org,https://www.pnas.org/page/authors/purpose-scope,https://perma.cc/WV5C-CH68
260,National Science Review,9.408,Multidisciplinary,TRUE,https://academic.oup.com/nsr,https://academic.oup.com/nsr/pages/Manuscript_Instructions,https://perma.cc/C4P2-PY4X
262,Nanoscale Horizons,9.391,Multidisciplinary,TRUE,https://www.rsc.org/journals-books-databases/about-journals/nanoscale-horizons/,https://www.rsc.org/journals-books-databases/about-journals/nanoscale-horizons/,https://perma.cc/G5QU-8SAW
413,GigaScience,7.267,Multidisciplinary,TRUE,https://academic.oup.com/gigascience,https://academic.oup.com/gigascience/pages/instructions_to_authors#Instructions%20for%20Specific%20Article%20Types,https://perma.cc/VUS9-JASU
770,Scientific Data,5.311,Multidisciplinary,TRUE,https://www.nature.com/sdata?gclid=EAIaIQobChMI7Jrfy6bG5QIVBM53Ch0CQATAEAAYASAAEgLDvPD_BwE,https://www.nature.com/sdata/publish/for-authors#other-formats,https://perma.cc/NS95-6EZ7
1188,Journal of Advanced Research,4.327,Multidisciplinary,TRUE,https://www.journals.elsevier.com/journal-of-advanced-research,https://www.elsevier.com/journals/journal-of-advanced-research/2090-1232/guide-for-authors#2001,https://perma.cc/2H6M-WMYA
1214,Annals of the New York Academy of Sciences,4.277,Multidisciplinary,TRUE,https://nyaspubs.onlinelibrary.wiley.com/journal/17496632,https://nyaspubs.onlinelibrary.wiley.com/journal/17496632,https://perma.cc/WU3G-AXM4
1298,Science Bulletin,4.136,Multidisciplinary,TRUE,https://www.journals.elsevier.com/science-bulletin,https://www.elsevier.com/journals/science-bulletin/2095-9273/guide-for-authors#2001,https://perma.cc/HX8A-QVBW
1311,Scientific Reports,4.122,Multidisciplinary,TRUE,https://www.nature.com/srep/,https://www.nature.com/srep/author-instructions/matters-arising,https://perma.cc/9XVE-DATH
2055,Journal of the Royal Society Interface,3.355,Multidisciplinary,TRUE,https://royalsocietypublishing.org/journal/rsif,https://royalsocietypublishing.org/rsif/for-authors#question1,https://osf.io/9gn3c/
2979,PLoS One,2.766,Multidisciplinary,TRUE,https://journals.plos.org/plosone/,https://journals.plos.org/plosone/s/journal-information#loc-scope,https://perma.cc/HB5E-FXL5
22,"NATURE MEDICINE",32.621,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.nature.com/nm/,https://www.nature.com/nm/about/content,https://osf.io/zrmjd/
25,CELL,31.398,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.cell.com,https://www.cell.com/cell/article-types,https://osf.io/zpbhe/
31,"NATURE GENETICS",27.125,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.nature.com/ng/,https://www.nature.com/ng/about/content,https://osf.io/5bvwh/
49,Cell Stem Cell,23.29,MOLECULAR BIOLOGY & GENETICS,FALSE,https://www.cell.com/cell-stem-cell/home,https://www.cell.com/cell-stem-cell/article-types,https://osf.io/3dfm4/; https://osf.io/2d4nr/; https://osf.io/fgv4p/; https://osf.io/8fve3/;  https://osf.io/h9xpr/; https://osf.io/bhx6r/; https://osf.io/93fzm/; https://osf.io/8mey4/; https://osf.io/uspgm/
50,CANCER CELL,22.844,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.cell.com/cancer-cell/home,https://www.cell.com/cancer-cell/article-types,https://osf.io/rjtkb/
67,Cell Metabolism,20.565,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.cell.com/cell-metabolism/home,https://www.cell.com/cell-metabolism/article-types,https://osf.io/k9y5a/; https://osf.io/msbu9/; https://osf.io/gdn85/
80,"NATURE CELL BIOLOGY",19.064,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.nature.com/ncb/,https://www.nature.com/ncb/about/content,https://osf.io/z26uc/
108,CELL RESEARCH,15.393,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.nature.com/cr/,https://www.nature.com/documents/cr-gta.pdf,https://perma.cc/C4AC-XBQK
130,MOLECULAR CELL,14.248,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.cell.com/molecular-cell/home,https://www.cell.com/molecular-cell/article-types,https://osf.io/ehwfk/; https://osf.io/2wznb/; https://osf.io/yxzm5/; https://osf.io/p2tqd/
161,GENOME BIOLOGY,13.214,MOLECULAR BIOLOGY & GENETICS,TRUE,https://genomebiology.biomedcentral.com,https://genomebiology.biomedcentral.com/submission-guidelines,https://perma.cc/AN3Z-92SP
211,Autophagy,11.1,MOLECULAR BIOLOGY & GENETICS,FALSE,https://www.tandfonline.com/loi/kaup20,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=kaup20,https://perma.cc/3XNM-Y5WF
222,EMBO JOURNAL,10.557,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.embopress.org/journal/14602075,https://www.embopress.org/page/journal/14602075/authorguide#articletypes,https://osf.io/29mek/
231,MOLECULAR BIOLOGY AND EVOLUTION,10.217,MOLECULAR BIOLOGY & GENETICS,TRUE,https://academic.oup.com/mbe,https://academic.oup.com/mbe/pages/manuscript_types,https://perma.cc/QQ3W-27EK
247,DEVELOPMENTAL CELL,9.616,MOLECULAR BIOLOGY & GENETICS,TRUE,https://www.cell.com/developmental-cell/home,https://www.cell.com/developmental-cell/article-types,https://osf.io/r65uj/
258,GENES & DEVELOPMENT,9.462,MOLECULAR BIOLOGY & GENETICS,FALSE,http://genesdev.cshlp.org,http://genesdev.cshlp.org/site/misc/ifora.xhtml,https://perma.cc/5UPB-H9GW
23,Nature Photonics,32.521,PHYSICS,TRUE,https://www.nature.com/nphoton/,https://www.nature.com/nphoton/about/content,https://osf.io/mv579/
54,Nature Physics,22.727,PHYSICS,TRUE,https://www.nature.com/nphys/,https://www.nature.com/nphys/about/content,https://osf.io/w9aq2/
703,JOURNAL OF HIGH ENERGY PHYSICS,5.541,PHYSICS,FALSE,https://www.springer.com/journal/13130/,F,NA
125,Physical Review X,14.385,PHYSICS,TRUE,https://journals.aps.org/prx/,https://journals.aps.org/prx/authors,https://perma.cc/6QC6-BW2R
145,Light-Science & Applications,13.625,PHYSICS,TRUE,https://www.nature.com/lsa/,https://www.nature.com/documents/lsa-gta.pdf,https://perma.cc/D47W-D6JZ
166,Applied Physics Reviews,12.894,PHYSICS,TRUE,https://aip.scitation.org/journal/are,https://aip.scitation.org/are/info/focus,https://perma.cc/2WKH-U88M
173,Advanced Science,12.441,PHYSICS,FALSE,https://onlinelibrary.wiley.com/journal/21983844,https://onlinelibrary.wiley.com/pb-assets/assets/21983844/2749_Guide_for_Authors_ADVS-1561969175230.pdf,https://perma.cc/J87W-X6GM
183,"NANO LETTERS",12.08,PHYSICS,TRUE,https://pubs.acs.org/journal/nalefd,http://pubsapp.acs.org/paragonplus/submission/nalefd/nalefd_authguide.pdf?,https://perma.cc/48L2-JLLH
275,npj Quantum Information,9.206,PHYSICS,TRUE,https://www.nature.com/npjqi/,https://www.nature.com/npjqi/about/content-types,https://perma.cc/5R57-2F49
321,Laser & Photonics Reviews,8.529,PHYSICS,FALSE,https://onlinelibrary.wiley.com/journal/18638899,https://onlinelibrary.wiley.com/pb-assets/assets/18638899/LPR_Instructions_to_Authors-1510014605000.pdf,https://perma.cc/42RG-AX67
357,Nano Research,7.994,PHYSICS,TRUE,https://link.springer.com/journal/12274,F,NA
387,Optica,7.536,PHYSICS,TRUE,https://www.osapublishing.org/optica/home.cfm,https://www.osapublishing.org/optica/submit/review/general_policies.cfm#comments,https://perma.cc/3E7K-VH3F
415,Nanoscale,7.233,PHYSICS,TRUE,https://www.rsc.org/journals-books-databases/about-journals/nanoscale/,https://www.rsc.org/journals-books-databases/about-journals/nanoscale/,https://perma.cc/TX8R-A8XU
455,ACS Photonics,6.88,PHYSICS,TRUE,https://pubs.acs.org/journal/apchd5,http://pubsapp.acs.org/paragonplus/submission/apchd5/apchd5_authguide.pdf?,https://perma.cc/MZ2M-TUFL
604,Nanophotonics,6.014,PHYSICS,FALSE,https://www.degruyter.com/view/j/nanoph?lang=en,https://www.degruyter.com/view/supplement/s21928614_Instructions_for_Authors.pdf,https://perma.cc/P3RS-6YEB
19,"NATURE BIOTECHNOLOGY",35.724,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/nbt/,https://www.nature.com/nbt/about/content,https://osf.io/y8jha/
32,"NATURE METHODS",26.919,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/nmeth/,https://www.nature.com/nmeth/about/content,https://osf.io/rvuxd/
94,Science Translational Medicine,16.71,BIOLOGY & BIOCHEMISTRY,FALSE,https://stm.sciencemag.org,https://stm.sciencemag.org/content/information-authors#categories-of-manuscripts,https://perma.cc/H5Q3-RJTP
140,Nature Chemical Biology,13.843,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/nchembio/,https://www.nature.com/nchembio/about/content,https://perma.cc/X628-SXSW
152,"NATURE STRUCTURAL & MOLECULAR BIOLOGY",13.333,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/nsmb/,https://www.nature.com/nsmb/about/content,https://osf.io/mrt9d/
174,Nature Protocols,12.423,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/nprot/,https://www.nature.com/nprot/about/content-types,https://perma.cc/5TZ3-AAY5
175,Bone Research,12.354,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.nature.com/boneres/,https://www.nature.com/documents/boneres-gta.pdf,https://perma.cc/S6VM-GNG9
195,JOURNAL OF PINEAL RESEARCH,11.613,BIOLOGY & BIOCHEMISTRY,TRUE,https://onlinelibrary.wiley.com/journal/1600079x,https://onlinelibrary.wiley.com/page/journal/1600079x/homepage/forauthors.html#Man,https://perma.cc/52AU-7N3H
197,NUCLEIC ACIDS RESEARCH,11.561,BIOLOGY & BIOCHEMISTRY,TRUE,https://academic.oup.com/nar,https://academic.oup.com/nar/pages/Criteria_Scope,https://perma.cc/V9XS-JLXR
272,CURRENT BIOLOGY,9.251,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.cell.com/current-biology/home,https://www.cell.com/current-biology/article-types,https://osf.io/4prgt/
280,PLOS BIOLOGY,9.163,BIOLOGY & BIOCHEMISTRY,TRUE,https://journals.plos.org/plosbiology/,https://journals.plos.org/plosbiology/s/submission-guidelines,https://perma.cc/FF8N-2V3R
292,Cell Systems,8.982,BIOLOGY & BIOCHEMISTRY,FALSE,https://www.cell.com/cell-systems/home,https://www.cell.com/cell-systems/article-types,https://osf.io/3zv65/
345,MATRIX BIOLOGY,8.136,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.journals.elsevier.com/matrix-biology,https://www.elsevier.com/journals/matrix-biology/0945-053X/guide-for-authors#2001,https://perma.cc/J576-DC2U
376,METABOLIC ENGINEERING,7.674,BIOLOGY & BIOCHEMISTRY,TRUE,https://www.journals.elsevier.com/metabolic-engineering,https://www.elsevier.com/journals/metabolic-engineering/1096-7176/guide-for-authors#,https://perma.cc/9257-SZVM
380,eLife,7.616,BIOLOGY & BIOCHEMISTRY,TRUE,https://elifesciences.org/?gclid=EAIaIQobChMIs9fAg-jG5QIVBuR3Ch0Jsgt2EAAYASAAEgITQPD_BwE,https://submit.elifesciences.org/html/elife_author_instructions.html#types,https://perma.cc/XJ62-JVBD
30,LANCET NEUROLOGY,27.144,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.thelancet.com/journals/laneur/issue/current,https://els-jbs-prod-cdn.literatumonline.com/pb/assets/raw/Lancet/authors/tlid-info-for-authors-1570012985267.pdf,https://perma.cc/4GTC-TPB2
73,"NATURE NEUROSCIENCE",19.912,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.nature.com/neuro/,https://www.nature.com/neuro/about/content,https://perma.cc/9E36-VUMZ
101,ACTA NEUROPATHOLOGICA,15.876,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.springer.com/journal/401,https://www.springer.com/journal/401/submission-guidelines#Instructions%20for%20Authors_Types%20of%20papers,https://perma.cc/PB8S-SCS2
128,NEURON,14.319,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.cell.com/neuron/home,https://www.cell.com/neuron/article-types,https://osf.io/v957s/; https://osf.io/8g4jb/; https://osf.io/kzpv4/
133,PROGRESS IN NEUROBIOLOGY,14.163,NEUROSCIENCE & BEHAVIOR,FALSE,https://www.journals.elsevier.com/progress-in-neurobiology,https://www.elsevier.com/wps/find/journaldescription.cws_home/412?generatepdf=true,https://perma.cc/3HXX-NPPU
170,Alzheimers & Dementia,12.764,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.alzheimersanddementia.com,https://www.alzheimersanddementia.com/content/AuthorInformation#idp1445696,https://osf.io/zv839/
184,BIOLOGICAL PSYCHIATRY,11.984,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.biologicalpsychiatryjournal.com,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(11)01243-1/abstract,https://osf.io/7rgc4/
192,MOLECULAR PSYCHIATRY,11.64,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.nature.com/mp/,https://www.nature.com/documents/mp-gta.pdf,https://perma.cc/J9JW-KMMG
201,JAMA Neurology,11.46,NEUROSCIENCE & BEHAVIOR,FALSE,https://jamanetwork.com/journals/jamaneurology,https://jamanetwork.com/journals/jamaneurology/pages/instructions-for-authors#,https://perma.cc/V2L4-KU3M; https://web.archive.org/web/20200329092114/https://jamanetwork.com/pages/commenting-policy
214,BRAIN,10.848,NEUROSCIENCE & BEHAVIOR,TRUE,https://academic.oup.com/brain,https://academic.oup.com/brain/pages/General_Instructions,https://perma.cc/EE4R-ZEL9
228,ANNALS OF NEUROLOGY,10.25,NEUROSCIENCE & BEHAVIOR,TRUE,https://onlinelibrary.wiley.com/journal/15318249,https://onlinelibrary.wiley.com/page/journal/15318249/homepage/forauthors.html,https://osf.io/ux6b2/
263,NEURO-ONCOLOGY,9.384,NEUROSCIENCE & BEHAVIOR,TRUE,https://academic.oup.com/neuro-oncology,https://academic.oup.com/neuro-oncology/pages/General_Instructions#Types%20of%20Articles%20Published,https://perma.cc/VKK8-WCBY
335,MOVEMENT DISORDERS,8.324,NEUROSCIENCE & BEHAVIOR,TRUE,https://onlinelibrary.wiley.com/journal/15318257,https://onlinelibrary.wiley.com/page/journal/15318257/homepage/forauthors.html,https://perma.cc/4KU5-4H5X
338,Translational Stroke Research,8.266,NEUROSCIENCE & BEHAVIOR,TRUE,https://link.springer.com/journal/12975,https://www.springer.com/journal/12975/submission-guidelines#Instructions%20for%20Authors_Types%20of%20papers,https://perma.cc/2W85-9LSL
353,NEUROLOGY,8.055,NEUROSCIENCE & BEHAVIOR,TRUE,https://www.neurology.org/,https://www.neurology.org/neurology-journals-manuscript-classifications/neuro,https://perma.cc/2PAS-ZFWE
87,Cell Host & Microbe,17.872,MICROBIOLOGY,TRUE,https://www.cell.com/cell-host-microbe/home,https://www.cell.com/cell-host-microbe/article-types,https://osf.io/6smh3/; https://osf.io/vmyzr/; https://osf.io/xk4e2/; https://osf.io/dqawb/; https://osf.io/ke92n/; https://osf.io/4zvgm/
132,Nature Microbiology,14.174,MICROBIOLOGY,TRUE,https://www.nature.com/nmicrobiol/,https://www.nature.com/nmicrobiol/about/content,https://perma.cc/UD8N-2LAM
254,ISME Journal,9.52,MICROBIOLOGY,TRUE,https://www.nature.com/ismej/,https://www.nature.com/ismej/authors-and-referees/gta,https://perma.cc/66QL-JMWK
282,Microbiome,9.133,MICROBIOLOGY,TRUE,https://microbiomejournal.biomedcentral.com,https://microbiomejournal.biomedcentral.com/submission-guidelines,https://perma.cc/J28P-FD7A
479,mBio,6.689,MICROBIOLOGY,FALSE,https://mbio.asm.org,https://mbio.asm.org/sites/default/files/additional-assets/mbio-ITA.pdf,https://perma.cc/Q9LU-WZA4
570,PLoS Pathogens,6.158,MICROBIOLOGY,TRUE,https://journals.plos.org/plospathogens/,https://journals.plos.org/plospathogens/s/journal-information#loc-scope,https://perma.cc/KG6H-4DED
599,Emerging Microbes & Infections,6.032,MICROBIOLOGY,TRUE,https://www.tandfonline.com/loi/temi20,https://www.tandfonline.com/loi/temi20,https://perma.cc/C5BV-EDDV
657,mSystems,5.75,MICROBIOLOGY,TRUE,https://msystems.asm.org,https://msystems.asm.org/content/getting-started,https://perma.cc/N8YH-F4L2
1111,Journal of Oral Microbiology,4.444,MICROBIOLOGY,TRUE,https://www.tandfonline.com/loi/zjom20,https://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=zjom20,https://perma.cc/W8EK-U798
1131,CELLULAR MICROBIOLOGY,4.41,MICROBIOLOGY,TRUE,https://onlinelibrary.wiley.com/journal/14625822,https://onlinelibrary.wiley.com/page/journal/14625822/homepage/forauthors.html,https://osf.io/ay7r9/
1165,JOURNAL OF VIROLOGY,4.368,MICROBIOLOGY,TRUE,https://jvi.asm.org,https://jvi.asm.org/content/organization-and-format#research-articles,https://perma.cc/EDZ4-LJGT
1307,npj Biofilms and Microbiomes,4.128,MICROBIOLOGY,TRUE,https://www.nature.com/npjbiofilms/,https://www.nature.com/npjbiofilms/about/content-types,https://perma.cc/643R-VCM9
1350,JOURNAL OF CLINICAL MICROBIOLOGY,4.054,MICROBIOLOGY,TRUE,https://jcm.asm.org,https://jcm.asm.org/content/submit-manuscript,https://perma.cc/5AX4-XHKD
1378,Frontiers in Microbiology,4.019,MICROBIOLOGY,TRUE,https://www.frontiersin.org/journals/microbiology,https://www.frontiersin.org/journals/microbiology#article-types,https://perma.cc/L3VU-J35Y
1471,Microbial Biotechnology,3.913,MICROBIOLOGY,TRUE,https://sfamjournals.onlinelibrary.wiley.com/journal/17517915,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/17517915/homepage/forauthors.html,https://perma.cc/XN2B-7F8G
319,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,8.561,SPACE SCIENCE,FALSE,https://iopscience.iop.org/journal/0067-0049,F,NA
485,Astrophysical Journal Letters,6.634,SPACE SCIENCE,FALSE,https://iopscience.iop.org/journal/2041-8205,F,NA
507,Physics of the Dark Universe,6.509,SPACE SCIENCE,FALSE,https://www.journals.elsevier.com/physics-of-the-dark-universe,https://www.elsevier.com/journals/physics-of-the-dark-universe/2212-6864/guide-for-authors#2001,https://perma.cc/3YTW-S4B6
694,ASTRONOMY & ASTROPHYSICS,5.565,SPACE SCIENCE,FALSE,https://www.aanda.org,https://www.aanda.org/for-authors/author-information/paper-organization#Manuscript_categories,https://perma.cc/S7F5-GTWZ
699,ASTROPHYSICAL JOURNAL,5.551,SPACE SCIENCE,FALSE,https://iopscience.iop.org/journal/0004-637X,F,NA
800,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,5.194,SPACE SCIENCE,TRUE,https://academic.oup.com/mnras,https://academic.oup.com/mnras/pages/General_Instructions,https://perma.cc/A9LQ-T2RW
824,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,5.126,SPACE SCIENCE,FALSE,https://iopscience.iop.org/journal/1475-7516,https://publishingsupport.iopscience.iop.org/authoring-for-journals/?step=2,https://osf.io/67fjd/
1016,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,4.63,SPACE SCIENCE,TRUE,https://www.cambridge.org/core/journals/publications-of-the-astronomical-society-of-australia,https://www.cambridge.org/core/journals/publications-of-the-astronomical-society-of-australia/information/instructions-contributors#manuscripttype,https://perma.cc/X8YS-H4J2
1291,ASTRONOMICAL JOURNAL,4.15,SPACE SCIENCE,FALSE,https://iopscience.iop.org/journal/1538-3881,F,NA
1695,ACTA ASTRONOMICA,3.667,SPACE SCIENCE,FALSE,http://acta.astrouw.edu.pl,F,NA
1759,ASTROBIOLOGY,3.61,SPACE SCIENCE,FALSE,https://home.liebertpub.com/publications/astrobiology/99,https://home.liebertpub.com/publications/astrobiology/99/for-authors,https://perma.cc/3YY5-F67Y
1822,JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,3.544,SPACE SCIENCE,FALSE,https://agupubs.onlinelibrary.wiley.com/journal/21699100,https://publications.agu.org/author-resource-center/paper-types/,https://osf.io/zshbu/
1993,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,3.409,SPACE SCIENCE,TRUE,https://iopscience.iop.org/journal/1538-3873,https://iopscience.iop.org/journal/1538-3873/page/about-the-journal#types,https://perma.cc/D7H2-YTWN
2265,ASTROPARTICLE PHYSICS,3.203,SPACE SCIENCE,TRUE,https://www.journals.elsevier.com/astroparticle-physics,https://www.elsevier.com/wps/find/journaldescription.cws_home/523319?generatepdf=true,https://perma.cc/937Z-TS8W
2602,ICARUS,2.981,SPACE SCIENCE,TRUE,https://www.journals.elsevier.com/icarus,https://www.elsevier.com/journals/icarus/0019-1035/guide-for-authors#2001,https://perma.cc/A525-ZUP2
53,Journal of Statistical Software,22.737,COMPUTER SCIENCE,FALSE,https://www.jstatsoft.org/index,https://www.jstatsoft.org/pages/view/mission#types-of-papers,https://perma.cc/TU52-6KLN
277,IEEE WIRELESS COMMUNICATIONS,9.202,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7742,https://www.comsoc.org/publications/magazines/ieee-wireless-communications/paper-submission,NA
303,IEEE Transactions on Cybernetics,8.803,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6221036,http://www.ieeesmc.org/publications/transactions-on-cybernetics/information-for-authors,https://perma.cc/63UH-D3QE
347,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,8.124,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4235,https://cis.ieee.org/publications/t-evolutionary-computation/tevc-information-for-authors,https://perma.cc/Q4HP-BHW9
358,IEEE Transactions on Neural Networks and Learning Systems,7.982,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5962385,https://cis.ieee.org/publications/t-neural-networks-and-learning-systems/tnnls-information-for-authors,https://perma.cc/USR9-R95J
363,IEEE Transactions on Cloud Computing,7.928,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519,https://www.computer.org/csdl/journal/cc/write-for-us/15064,https://osf.io/fsqm2/
424,NEURAL NETWORKS,7.197,COMPUTER SCIENCE,TRUE,https://www.journals.elsevier.com/neural-networks,https://www.elsevier.com/journals/neural-networks/0893-6080/guide-for-authors,https://perma.cc/2EVH-ZN7S
428,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,7.172,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=49,F,NA
483,Information Fusion,6.639,COMPUTER SCIENCE,TRUE,https://www.journals.elsevier.com/information-fusion,https://www.elsevier.com/wps/find/journaldescription.cws_home/620862?generatepdf=true,https://perma.cc/XVH8-P9L8
489,IEEE Computational Intelligence Magazine,6.611,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10207,https://cis.ieee.org/publications/ci-magazine/cim-information-for-authors?highlight=WyJpbmZvcm1hdGlvbiIsImFib3V0IiwiYXV0aG9ycyIsImF1dGhvcnMnIiwiaW5mb3JtYXRpb24gYWJvdXQiXQ==,https://perma.cc/9EN5-5MSG
628,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,5.888,COMPUTER SCIENCE,FALSE,https://www.comsoc.org/publications/journals/ieee-twc,https://www.comsoc.org/publications/journals/ieee-twc/submit-manuscript,https://perma.cc/2MZT-TC7D
633,IEEE Internet of Things Journal,5.874,COMPUTER SCIENCE,FALSE,http://ieee-iotj.org,F,NA
646,IEEE Transactions on Information Forensics and Security,5.824,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10206,https://signalprocessingsociety.org/publications-resources/information-authors,https://perma.cc/V583-5PA5
754,MEDICAL IMAGE ANALYSIS,5.356,COMPUTER SCIENCE,TRUE,https://www.journals.elsevier.com/medical-image-analysis,F,NA
998,IEEE TRANSACTIONS ON COMMUNICATIONS,4.671,COMPUTER SCIENCE,FALSE,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=26,https://www.comsoc.org/publications/journals/ieee-tcom/ieee-transactions-communications-information-authors,https://perma.cc/A4TK-T69N
137,FUNGAL DIVERSITY,14.078,PLANT & ANIMAL SCIENCE,TRUE,https://link.springer.com/journal/13225,F,NA
193,STUDIES IN MYCOLOGY,11.633,PLANT & ANIMAL SCIENCE,TRUE,https://www.journals.elsevier.com/studies-in-mycology,F,NA
200,Nature Plants,11.471,PLANT & ANIMAL SCIENCE,TRUE,https://www.nature.com/nplants/,https://www.nature.com/nplants/about/content,https://perma.cc/SW86-G4Q7
266,Molecular Plant,9.326,PLANT & ANIMAL SCIENCE,TRUE,https://www.cell.com/molecular-plant/home,https://www.cell.com/molecular-plant/authors,https://osf.io/c5vay/
340,PLANT CELL,8.228,PLANT & ANIMAL SCIENCE,TRUE,http://www.plantcell.org,https://tpc.msubmit.net/cgi-bin/main.plex?form_type=display_auth_instructions,https://perma.cc/MKY5-E9H5?type=image
343,PERSOONIA,8.182,PLANT & ANIMAL SCIENCE,FALSE,http://www.persoonia.org,F,NA
395,NEW PHYTOLOGIST,7.433,PLANT & ANIMAL SCIENCE,TRUE,https://nph.onlinelibrary.wiley.com/journal/14698137,https://nph.onlinelibrary.wiley.com/hub/journal/14698137/about/author-guidelines,https://osf.io/stkqw/
547,PLANT BIOTECHNOLOGY JOURNAL,6.305,PLANT & ANIMAL SCIENCE,TRUE,https://onlinelibrary.wiley.com/journal/14677652,https://onlinelibrary.wiley.com/page/journal/14677652/homepage/forauthors.html#aimsandscope,https://osf.io/j5p8h/
618,PLANT PHYSIOLOGY,5.949,PLANT & ANIMAL SCIENCE,TRUE,http://www.plantphysiol.org,https://pphys.msubmit.net/cgi-bin/main.plex?form_type=display_auth_instructions,https://osf.io/euyh3/
631,CLADISTICS,5.877,PLANT & ANIMAL SCIENCE,TRUE,https://onlinelibrary.wiley.com/journal/10960031,https://onlinelibrary.wiley.com/page/journal/10960031/homepage/forauthors.html,https://perma.cc/QCT7-DUAJ
653,PLANT JOURNAL,5.775,PLANT & ANIMAL SCIENCE,TRUE,https://onlinelibrary.wiley.com/journal/1365313x,https://onlinelibrary.wiley.com/page/journal/1365313x/homepage/forauthors.html,https://perma.cc/Z7WM-GJUX
739,PLANT CELL AND ENVIRONMENT,5.415,PLANT & ANIMAL SCIENCE,TRUE,https://onlinelibrary.wiley.com/journal/13653040,https://onlinelibrary.wiley.com/page/journal/13653040/homepage/forauthors.html#Manu,https://perma.cc/ALS5-WF4B
756,JOURNAL OF EXPERIMENTAL BOTANY,5.354,PLANT & ANIMAL SCIENCE,TRUE,https://academic.oup.com/jxb,https://academic.oup.com/jxb/pages/General_Instructions,https://perma.cc/8FF8-GBBH
