id,doi,authors,title,exclusion,exclusion explanation,Is article itself PPPR,Is article linked to PPPR,exchange duplicate,Additional notes,PT,SO,PD,PY,UT
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_37,https://doi.org/10.1016/j.acha.2016.06.007,"Mhaskar, HN",A unified framework for harmonic analysis of functions on directed graphs and changing data,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,MAY,2018,WOS:000428834200005
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_1,https://doi.org/10.1016/j.acha.2016.12.001,"Diaz, M; Junca, M; Rincon, F; Velasco, M",Compressed sensing of data with a known distribution,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,NOV,2018,WOS:000443507800002
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_25,https://doi.org/10.1016/j.acha.2016.08.002,"Schnass, K",Convergence radius and sample complexity of ITKM algorithms for dictionary learning,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,JUL,2018,WOS:000431470800002
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_10,https://doi.org/10.1016/j.acha.2017.11.003,"Marshall, NF; Hirn, MJ",Time coupled diffusion maps,FALSE,NA,FALSE,FALSE,NA,"its a ""letter to the editor"" but it is presenting novel research rather than critiquing prior work, so not PPPR",J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,NOV,2018,WOS:000443507800010
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_36,https://doi.org/10.1016/j.acha.2016.06.008,"Leeb, W",The mixed Lipschitz space and its dual for tree metrics,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,MAY,2018,WOS:000428834200004
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_18,https://doi.org/10.1016/j.acha.2016.11.001,"Behera, R; Meignen, S; Oberlin, T",Theoretical analysis of the second-order synchrosqueezing transform,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,SEP,2018,WOS:000439084800007
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_61,https://doi.org/10.1016/j.acha.2016.12.005,"Chui, CK; Mhaskar, HN; Zhuang, XS",Representation of functions on big data associated with directed graphs,FALSE,NA,FALSE,FALSE,NA,"its a ""letter to the editor"" but it is presenting novel research rather than critiquing prior work, so not PPPR",J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,JAN,2018,WOS:000412970500007
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_47,https://doi.org/10.1016/j.acha.2016.05.001,"Hardin, DP; Northington, VMC; Powell, AM",A sharp Balian-Low uncertainty principle for shift-invariant spaces,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,MAR,2018,WOS:000423781300005
APPLIED_AND COMPUTATIONAL HARMONIC ANALYSIS_24,https://doi.org/10.1016/j.acha.2016.07.004,"Czaja, W; Manning, B; Murphy, JM; Stubbs, K",Discrete directional Gabor frames,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,JUL,2018,WOS:000431470800001
APPLIED_CATALYSIS B-ENVIRONMENTAL_561,https://doi.org/10.1016/j.apcatb.2018.02.013,"Cotillas, S; Lacasa, E; Saez, C; Canizares, P; Rodrigo, MA",Disinfection of urine by conductive-diamond electrochemical oxidation,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44413,2018,WOS:000428488600008
APPLIED_CATALYSIS B-ENVIRONMENTAL_321,https://doi.org/10.1016/j.apcatb.2018.04.068,"Escalera-Lopez, D; Niu, YB; Park, SJ; Isaacs, M; Wilson, K; Palmer, RE; Rees, NV","Hydrogen evolution enhancement of ultra-low loading, size-selected molybdenum sulfide nanoclusters by sulfur enrichment",FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44505,2018,WOS:000438478900010
APPLIED_CATALYSIS B-ENVIRONMENTAL_634,https://doi.org/10.1016/j.apcatb.2018.01.037,"Shakeel, M; Li, BS; Arif, M; Yasin, G; Rehman, W; Khan, AU; Khan, S; Khan, A; Ali, J",Controlled Synthesis of highly proficient and durable hollow hierarchical heterostructured (Ag-AgBr/HHST): A UV and Visible light active photocatalyst in degradation of organic pollutants,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44382,2018,WOS:000428491000044
APPLIED_CATALYSIS B-ENVIRONMENTAL_49,https://doi.org/10.1016/j.apcatb.2018.08.049,"Feng, CY; Deng, YC; Tang, L; Zeng, GM; Wang, JJ; Yu, JF; Liu, YN; Peng, B; Feng, HP; Wang, JJ",Core-shell Ag2CrO4/N-GQDs@g-C3N4 composites with anti-photocorrosion performance for enhanced full-spectrum-light photocatalytic activities,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44560,2018,WOS:000446283800053
APPLIED_CATALYSIS B-ENVIRONMENTAL_24,https://doi.org/10.1016/j.apcatb.2018.08.024,"Rtimi, S; Konstantinidis, S; Britun, N; Bensimon, M; Khmel, I; Nadtochenko, V",Extracellular bacterial inactivation proceeding without Cu-ion release: Drastic effects of the applied plasma energy on the performance of the Cu-polyester (PES) samples,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44560,2018,WOS:000446283800026
APPLIED_CATALYSIS B-ENVIRONMENTAL_356,https://doi.org/10.1016/j.apcatb.2018.04.041,"Duan, YY; Luo, JM; Zhou, SC; Mao, XY; Shah, MW; Wang, F; Chen, ZH; Wang, CY",TiO2-supported Ag nanoclusters with enhanced visible light activity for the photocatalytic removal of NO,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44484,2018,WOS:000433650000021
APPLIED_CATALYSIS B-ENVIRONMENTAL_165,https://doi.org/10.1016/j.apcatb.2018.05.091,"Chen, PR; Khetan, A; Jablonska, M; Simbock, J; Muhler, M; Palkovits, R; Pitsch, H; Simon, U",Local dynamics of copper active sites in zeolite catalysts for selective catalytic reduction of NOx with NH3,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44535,2018,WOS:000442973700029
APPLIED_CATALYSIS B-ENVIRONMENTAL_622,https://doi.org/10.1016/j.apcatb.2018.01.068,"Guan, ZJ; Xu, ZQ; Li, QY; Wang, P; Li, GQ; Yang, JJ",AgIn5S8 nanoparticles anchored on 2D layered ZnIn2S4 to form OD/2D heterojunction for enhanced visible-light photocatalytic hydrogen evolution,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44382,2018,WOS:000428491000051
APPLIED_CATALYSIS B-ENVIRONMENTAL_410,https://doi.org/10.1016/j.apcatb.2018.03.006,"Zhang, WP; Li, GY; Wang, WJ; Qin, YX; An, TC; Xiao, XY; Choi, WY","Enhanced photocatalytic mechanism of Ag3PO4 nano-sheets using MS2 (M = Mo, W)/rGO hybrids as co-catalysts for 4-nitrophenol degradation in water",FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,44454,2018,WOS:000434004300002
APPLIED_CATALYSIS B-ENVIRONMENTAL_899,https://doi.org/10.1016/j.apcatb.2017.10.012,"Wang, H; Liu, X; Wang, SL; Li, L",Dual templating fabrication of hierarchical porous three-dimensional ZnO/carbon nanocomposites for enhanced photocatalytic and photoelectrochemical activity,FALSE,NA,FALSE,FALSE,NA,NA,J,APPLIED CATALYSIS B-ENVIRONMENTAL,MAR,2018,WOS:000414113400022
ARCHIVES_OF TOXICOLOGY_49,https://doi.org/10.1007/s00204-018-2282-0,"Gi, M; Fujioka, M; Kakehashi, A; Okuno, T; Masumura, K; Nohmi, T; Matsumoto, M; Omori, M; Wanibuchi, H; Fukushima, S","In vivo positive mutagenicity of 1,4-dioxane and quantitative analysis of its mutagenicity and carcinogenicity in rats",FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,OCT,2018,WOS:000452891700016
ARCHIVES_OF TOXICOLOGY_153,https://doi.org/10.1007/s00204-018-2159-2,"Cao, HM; Li, X; Zhang, WJ; Wang, L; Pan, Y; Zhou, Z; Chen, MJ; Zhang, AQ; Liang, Y; Song, MY","Anti-estrogenic activity of tris(2,3-dibromopropyl) isocyanurate through disruption of co-activator recruitment: experimental and computational studies",FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,APR,2018,WOS:000429103700009
ARCHIVES_OF TOXICOLOGY_74,https://doi.org/10.1007/s00204-018-2254-4,"Hammad, S; Othman, A; Meyer, C; Telfah, A; Lambert, J; Dewidar, B; Werle, J; Nwosu, ZC; Mahli, A; Dormann, C; Gao, Y; Gould, K; Han, M; Yuan, XD; Gogiashvili, M; Hergenroder, R; Hellerbrand, C; Thomas, M; Ebert, MP; Amasheh, S; Hengstler, JG; Dooley, S",Confounding influence of tamoxifen in mouse models of Cre recombinase-induced gene activity or modulation,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,AUG,2018,WOS:000440099900009
ARCHIVES_OF TOXICOLOGY_228,https://doi.org/10.1007/s00204-017-2099-2,"Long, AS; Wills, JW; Krolak, D; Guo, M; Dertinger, SD; Arlt, VM; White, PA","Benchmark dose analyses of multiple genetic toxicity endpoints permit robust, cross-tissue comparisons of MutaMouse responses to orally delivered benzo[a]pyrene",FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,FEB,2018,WOS:000425526000031
ARCHIVES_OF TOXICOLOGY_146,https://doi.org/10.1007/s00204-018-2189-9,"Pognan, F; Mahl, JA; Papoutsi, M; Ledieu, D; Raccuglia, M; Theil, D; Voytek, SB; Devine, PJ; Kubek-Luck, K; Claudio, N; Cordier, A; Heier, A; Kolly, C; Hartmann, A; Chibout, SD; Bouchard, P; Trendelenburg, C",Induction of hemangiosarcoma in mice after chronic treatment with S1P-modulator siponimod and its lack of relevance to rat and human,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,MAY,2018,WOS:000432976700015
ARCHIVES_OF TOXICOLOGY_122,https://doi.org/10.1007/s00204-018-2209-9,"Zhang, YJ; Huang, JH; Liu, Y; Guo, TT; Wang, LP",Using the lentiviral vector system to stably express chicken P-gp and BCRP in MDCK cells for screening the substrates and studying the interplay of both transporters,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,JUN,2018,WOS:000435367800010
ARCHIVES_OF TOXICOLOGY_266,https://doi.org/10.1007/s00204-017-2041-7,"Kuepfer, L; Clayton, O; Thiel, C; Cordes, H; Nudischer, R; Blank, LM; Baier, V; Heymans, S; Caiment, F; Roth, A; Fluri, DA; Kelm, JM; Castell, J; Selevsek, N; Schlapbach, R; Keun, H; Hynes, J; Sarkans, U; Gmuender, H; Herwig, R; Niederer, S; Schuchhardt, J; Segall, M; Kleinjans, J",A model-based assay design to reproduce in vivo patterns of acute drug-induced toxicity,TRUE,not research,NA,NA,NA,"Letter to the Editor, News and Views",J,ARCHIVES OF TOXICOLOGY,JAN,2018,WOS:000422913700036
ARCHIVES_OF TOXICOLOGY_128,https://doi.org/10.1007/s00204-018-2202-3,"Pons, M; Reichardt, CM; Hennig, D; Nathan, A; Kiweler, N; Stocking, C; Wichmann, C; Christmann, M; Butter, F; Reichardt, S; Schneider, G; Heinzel, T; Englert, C; Hartkamp, J; Kramer, OH; Mahendrarajah, N",Loss of Wilms tumor 1 protein is a marker for apoptosis in response to replicative stress in leukemic cells,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,JUN,2018,WOS:000435367800016
ARCHIVES_OF TOXICOLOGY_24,https://doi.org/10.1007/s00204-018-2305-x,"Zhao, YF; Li, YY; Wang, JM; Manthari, RK; Wang, JD",Fluoride induces apoptosis and autophagy through the IL-17 signaling pathway in mice hepatocytes,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,NOV,2018,WOS:000447916100004
ARCHIVES_OF TOXICOLOGY_89,https://doi.org/10.1007/s00204-018-2253-5,"Leiva, DFG",Highlight report: quality control of stem cell-derived hepatocytes,TRUE,not research,NA,NA,NA,Editorial that discusses an article from another journal in a non-critical manner.,J,ARCHIVES OF TOXICOLOGY,AUG,2018,WOS:000440099900001
ARCHIVES_OF TOXICOLOGY_165,https://doi.org/10.1007/s00204-018-2166-3,"Zhang, YY; Yan, W; Ji, XT; Yue, HF; Li, GK; Sang, N",Maternal NO2 exposure induces cardiac hypertrophy in male offspring via ROS-HIF-1 alpha transcriptional regulation and aberrant DNA methylation modification of Csx/Nkx2.5,FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,APR,2018,WOS:000429103700016
ARCHIVES_OF TOXICOLOGY_110,https://doi.org/10.1007/s00204-018-2241-9,"Stober, R",Highlight report: False positives in genotoxicity testing,TRUE,not research,NA,NA,NA,a 'highlight report',J,ARCHIVES OF TOXICOLOGY,JUL,2018,WOS:000436105400021
ARCHIVES_OF TOXICOLOGY_20,https://doi.org/10.1007/s00204-018-2314-9,"Araujo, AM; Bastos, MD; Fernandes, E; Carvalho, F; Carvalho, M; de Pinho, PG","GC-MS metabolomics reveals disturbed metabolic pathways in primary mouse hepatocytes exposed to subtoxic levels of 3,4-methylenedioxymethamphetamine (MDMA)",FALSE,NA,FALSE,FALSE,NA,NA,J,ARCHIVES OF TOXICOLOGY,NOV,2018,WOS:000447916100006
ASTROBIOLOGY_49,https://doi.org/10.1089/ast.2017.1738,"Walker, SI; Bains, W; Cronin, L; DasSarma, S; Danielache, S; Domagal-Goldman, S; Kacar, B; Kiang, NY; Lenardic, A; Reinhard, CT; Moore, W; Schwieterman, EW; Shkolnik, EL; Smith, HB",Exoplanet Biosignatures: Future Directions,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,JUN,2018,WOS:000436017100006
ASTROBIOLOGY_65,https://doi.org/10.1089/ast.2017.1805,"Heinz, J; Schirmack, J; Airo, A; Kounaves, SP; Schulze-Makuch, D",Enhanced Microbial Survivability in Subzero Brines,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,SEP,2018,WOS:000430575600001
ASTROBIOLOGY_25,https://doi.org/10.1089/ast.2017.1798,"O'Malley-James, JT; Kaltenegger, L",The Vegetation Red Edge Biosignature Through Time on Earth and Exoplanets,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,SEP,2018,WOS:000444240800004
ASTROBIOLOGY_74,https://doi.org/10.1089/ast.2018.1823,"Rummel, JD; Kminek, G","It's Time to Develop a New ""Draft Test Protocol"" for a Mars Sample Return Mission (or Two...)",TRUE,not research,NA,NA,NA,forum article containing general discussion,J,ASTROBIOLOGY,APR,2018,WOS:000428843300001
ASTROBIOLOGY_18,https://doi.org/10.1089/ast.2017.1676,"Kereszturi, A; Kapui, Z; Ori, GG; Taj-Eddine, K; Ujvari, G",Mars-Relevant Field Experiences in Morocco: The Importance of Spatial Scales and Subsurface Exploration,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,OCT,2018,WOS:000445705500001
ASTROBIOLOGY_97,https://doi.org/10.1089/ast.2016.1550,"Horodyskyj, LB; Mead, C; Belinson, Z; Buxner, S; Semken, S; Anbar, AD",Habitable Worlds: Delivering on the Promises of Online Education,TRUE,not research,NA,NA,NA,education article,J,ASTROBIOLOGY,JAN,2018,WOS:000425976500007
ASTROBIOLOGY_47,https://doi.org/10.1089/ast.2017.1773,"Neveu, M; Hays, LE; Voytek, MA; New, MH; Schulte, MD",The Ladder of Life Detection,TRUE,not research,NA,NA,NA,forum article containing general discussion,J,ASTROBIOLOGY,NOV,2018,WOS:000434097600001
ASTROBIOLOGY_24,https://doi.org/10.1089/ast.2017.1786,"Veras, D; Armstrong, DJ; Blake, JA; Gutierrez-Marcos, JF; Jackson, AP; Schaefer, H",Dynamical and Biological Panspermia Constraints Within Multi-planet Exosystems,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,SEP,2018,WOS:000444240800003
ASTROBIOLOGY_71,https://doi.org/10.1089/ast.2017.1696,"Leyva, Y; Martin, O; Garcia-Jacas, CR",Constraining the Prebiotic Cell Size Limits in Extremely Hostile Environments: A Dynamical Perspective,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,APR,2018,WOS:000430405100004
ASTROBIOLOGY_37,https://doi.org/10.1089/ast.2017.1685,"Ronholm, J; Goordial, J; Sapers, HM; Izawa, MRM; Applin, DM; Pontefract, A; Omelon, CR; Lamarche-Gagnon, G; Cloutis, EA; Whyte, LG","Characterization of Microbial Communities Hosted in Quartzofeldspathic and Serpentinite Lithologies in Jeffrey Mine, Canada",FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,AUG,2018,WOS:000438173300001
ASTROBIOLOGY_20,https://doi.org/10.1089/ast.2017.1724,"Estrela, R; Valio, A",Superflare Ultraviolet Impact on Kepler-96 System: A Glimpse of Habitability When the Ozone Layer First Formed on Earth,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,NOV,2018,WOS:000445041000001
ASTROBIOLOGY_26,https://doi.org/10.1089/ast.2017.1742,"Ziegler, EW; Kim, HJ; Benner, SA","Molybdenum(VI)-Catalyzed Rearrangement of Prebiotic Carbohydrates in Formamide, a Candidate Prebiotic Solvent",FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,SEP,2018,WOS:000444240800007
ASTROBIOLOGY_3,https://doi.org/10.1089/ast.2017.1763,"Madden, JH; Kaltenegger, L","A Catalog of Spectra, Albedos, and Colors of Solar System Bodies for Exoplanet Comparison",FALSE,NA,FALSE,FALSE,NA,NA,J,ASTROBIOLOGY,44531,2018,WOS:000451865700005
ASTRONOMY_& ASTROPHYSICS_561,https://doi.org/10.1051/0004-6361/201832937,"Roudier, T; Schmieder, B; Filippov, B; Chandra, R; Malherbe, JM",Horizontal photospheric flows trigger a filament eruption,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44481,2018,WOS:000447119900001
ASTRONOMY_& ASTROPHYSICS_321,https://doi.org/10.1051/0004-6361/201833494,"Ramos, P; Antoja, T; Figueras, F",Riding the kinematic waves in the Milky Way disk with Gaia,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44513,2018,WOS:000450199300001
ASTRONOMY_& ASTROPHYSICS_1177,https://doi.org/10.1051/0004-6361/201731977,"Lee, GKH; Blecic, J; Helling, C",Dust in brown dwarfs and extra-solar planets VI. Assessing seed formation across the brown dwarf and exoplanet regimes,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44379,2018,WOS:000438804900001
ASTRONOMY_& ASTROPHYSICS_1098,https://doi.org/10.1051/0004-6361/201731425,"Roman, M; Hardin, D; Betoule, M; Astier, P; Balland, C; Ellis, RS; Fabbro, S; Guy, J; Hook, I; Howell, DA; Lidman, C; Mitra, A; Moller, A; Mourao, AM; Neveu, J; Palanque-Delabrouille, N; Pritchet, CJ; Regnault, N; Ruhlmann-Kleider, V; Saunders, C; Sullivan, M",Dependence of Type Ia supernova luminosities on their local environment,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44393,2018,WOS:000438796800002
ASTRONOMY_& ASTROPHYSICS_1252,https://doi.org/10.1051/0004-6361/201732361,"Witzany, V; Jefremov, P",New closed analytical solutions for geometrically thick fluid tori around black holes Numerical evolution and the onset of the magneto-rotational instability,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44362,2018,WOS:000435438500005
ASTRONOMY_& ASTROPHYSICS_1170,https://doi.org/10.1051/0004-6361/201731797,"Viironen, K; Lopez-Sanjuan, C; Hernandez-Monteagudo, C; Chaves-Montero, J; Ascaso, B; Bonoli, S; Cristobal-Hornillos, D; Diaz-Garcia, LA; Fernandez-Soto, A; Marquez, I; Masegosa, J; Povic, M; Varela, J; Cenarro, AJ; Aguerri, JAL; Alfaro, E; Aparicio-Villegas, T; Benitez, N; Broadhurst, T; Cabrera-Cano, J; Castander, FJ; Cepa, J; Cervino, M; Delgado, RMG; Husillos, C; Infante, L; Martinez, VJ; Moles, M; Molino, A; del Olmo, A; Perea, J; Prada, F; Quintana, JM",High redshift galaxies in the ALHAMBRA survey ? II. Strengthening the evidence of bright-end excess in UV luminosity functions at 2.5 <= z <= 4.5 by PDF analysis,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44380,2018,WOS:000438808300001
ASTRONOMY_& ASTROPHYSICS_634,https://doi.org/10.1051/0004-6361/201833415,"Borsa, F; Zannoni, A",Stellar contributions to the line profiles of high-resolution transmission spectra of exoplanets,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44470,2018,WOS:000445995200003
ASTRONOMY_& ASTROPHYSICS_49,https://doi.org/10.1051/0004-6361/201833622,"Zhang, GY; Xu, JL; Vasyunin, AI; Semenov, DA; Wang, JJ; Dib, S; Liu, T; Liu, SY; Zhang, CP; Liu, XL; Wang, K; Li, D; Wu, ZZ; Yuan, JH; Li, DL; Gao, Y",Physical properties and chemical composition of the cores in the California molecular cloud,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44544,2018,WOS:000453300100001
ASTRONOMY_& ASTROPHYSICS_1152,https://doi.org/10.1051/0004-6361/201732358,"Fernandez, RL; Delgado, RMG; Perez, E; Garcia-Benito, R; Fernandes, RC; Schoenell, W; Sanchez, SF; Gallazzi, A; Sanchez-Blazquez, P; Asari, NV; Walcher, CJ",Cosmic evolution of the spatially resolved star formation rate and stellar mass of the CALIFA survey,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44382,2018,WOS:000437740600003
ASTRONOMY_& ASTROPHYSICS_1327,https://doi.org/10.1051/0004-6361/201732233,"Grimm, SL; Demory, BO; Gillon, M; Dorn, C; Agol, E; Burdanov, A; Delrez, L; Sestovic, M; Triaud, AHMJ; Turbet, M; Bolmont, E; Caldas, A; de Wit, J; Jehin, E; Leconte, J; Raymond, SN; Van Grootel, V; Burgasser, AJ; Carey, S; Fabrycky, D; Heng, K; Hernandez, DM; Ingalls, JG; Lederer, S; Selsis, F; Queloz, D",The nature of the TRAPPIST-1 exoplanets,FALSE,NA,FALSE,FALSE,NA,NA,J,ASTRONOMY & ASTROPHYSICS,44351,2018,WOS:000434020600001
ATMOSPHERIC_CHEMISTRY AND PHYSICS_561,https://doi.org/10.5194/acp-18-7473-2018,"Thomas, L; Malap, N; Grabowski, WW; Dani, K; Prabha, TV",Convective environment in pre-monsoon and monsoon conditions over the Indian subcontinent: the impact of surface forcing,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44346,2018,WOS:000433511900001
ATMOSPHERIC_CHEMISTRY AND PHYSICS_321,https://doi.org/10.5194/acp-18-12061-2018,"Lainer, M; Hocke, K; Kampfer, N",Long-term observation of midlatitude quasi 2-day waves by a water vapor radiometer,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44430,2018,WOS:000442397700004
ATMOSPHERIC_CHEMISTRY AND PHYSICS_153,https://doi.org/10.5194/acp-18-15345-2018,"Fiore, AM; Fischer, EV; Milly, GP; Deolal, SP; Wild, O; Jaffe, DA; Staehelin, J; Clifton, OE; Bergmann, D; Collins, W; Dentener, F; Doherty, RM; Duncan, BN; Fischer, B; Gilge, S; Hess, PG; Horowitz, LW; Lupu, A; MacKenzie, IA; Park, R; Ries, L; Sanderson, MG; Schultz, MG; Shindell, DT; Steinbacher, M; Stevenson, DS; Szopa, S; Zellweger, C; Zeng, G",Peroxy acetyl nitrate (PAN) measurements at northern midlatitude mountain sites in April: a constraint on continental source-receptor relationships,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44494,2018,WOS:000448313100002
ATMOSPHERIC_CHEMISTRY AND PHYSICS_74,https://doi.org/10.5194/acp-18-16885-2018,"Cusworth, DH; Jacob, DJ; Sheng, JX; Benmergui, J; Turner, AJ; Brandman, J; White, L; Randles, CA",Detecting high-emitting methane sources in oil/gas fields using satellite observations,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44529,2018,WOS:000451580600004
ATMOSPHERIC_CHEMISTRY AND PHYSICS_228,https://doi.org/10.5194/acp-18-14017-2018,"Schum, SK; Zhang, B; Dzepina, K; Fialho, P; Mazzoleni, C; Mazzoleni, LR",Molecular and physical characteristics of aerosol at a remote free troposphere site: implications for atmospheric aging,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44471,2018,WOS:000446097500007
ATMOSPHERIC_CHEMISTRY AND PHYSICS_146,https://doi.org/10.5194/acp-18-15515-2018,"Akritidis, D; Katragkou, E; Zanis, P; Pytharoulis, I; Melas, D; Flemming, J; Inness, A; Clark, H; Plu, M; Eskes, H",A deep stratosphere-to-troposphere ozone transport event over Europe simulated in CAMS global and regional forecast systems: analysis and evaluation,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44498,2018,WOS:000448591500003
ATMOSPHERIC_CHEMISTRY AND PHYSICS_634,https://doi.org/10.5194/acp-18-6187-2018,"Vlachou, A; Daellenbach, KR; Bozzetti, C; Chazeau, B; Salazar, GA; Szidat, S; Jaffrezo, JL; Hueglin, C; Baltensperger, U; El Haddad, I; Prevot, ASH",Advanced source apportionment of carbonaceous aerosols by coupling offline AMS and radiocarbon size-segregated measurements over a nearly 2-year period,FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44319,2018,WOS:000431367200005
ATMOSPHERIC_CHEMISTRY AND PHYSICS_49,https://doi.org/10.5194/acp-18-17225-2018,"Ryder, CL; Marenco, F; Brooke, JK; Estelles, V; Cotton, R; Formenti, P; McQuaid, JB; Price, HC; Liu, DT; Ausset, P; Rosenberg, PD; Taylor, JW; Choularton, T; Bower, K; Coe, H; Gallagher, M; Crosier, J; Lloyd, G; Highwood, EJ; Murray, BJ","Coarse-mode mineral dust size distributions, composition and optical properties from AER-D aircraft measurements over the tropical eastern Atlantic",FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44536,2018,WOS:000452383600001
ATMOSPHERIC_CHEMISTRY AND PHYSICS_128,https://doi.org/10.5194/acp-18-15841-2018,"Lessmeier, J; Dette, HP; Godt, A; Koop, T","Physical state of 2-methylbutane-1,2,3,4-tetraol in pure and internally mixed aerosols",FALSE,NA,FALSE,FALSE,NA,NA,J,ATMOSPHERIC CHEMISTRY AND PHYSICS,44505,2018,WOS:000449324300002
